"journal","author_number","count","Discipline","percent"
"J Pregnancy","4",33,"Obstetrics",19.3
"J Pregnancy","5+",69,"Obstetrics",40.4
"J Prenat Med","1",6,"Medicine",4.7
"J Prenat Med","2",6,"Medicine",4.7
"J Prenat Med","3",9,"Medicine",7
"J Prenat Med","4",13,"Medicine",10.1
"J Prenat Med","5+",95,"Medicine",73.6
"J Prev Interv Community","1",40,"Unclassified",13.6
"J Prev Interv Community","2",61,"Unclassified",20.7
"J Prev Interv Community","3",68,"Unclassified",23.1
"J Prev Interv Community","4",51,"Unclassified",17.3
"J Prev Interv Community","5+",75,"Unclassified",25.4
"J Prev Med Public Health","1",81,"Public Health",12.3
"J Prev Med Public Health","2",80,"Public Health",12.1
"J Prev Med Public Health","3",91,"Public Health",13.8
"J Prev Med Public Health","4",88,"Public Health",13.3
"J Prev Med Public Health","5+",321,"Public Health",48.6
"J Prim Care Community Health","1",21,"Primary Health Care",6.7
"J Prim Care Community Health","2",37,"Primary Health Care",11.8
"J Prim Care Community Health","3",61,"Primary Health Care",19.4
"J Prim Care Community Health","4",66,"Primary Health Care",21
"J Prim Care Community Health","5+",129,"Primary Health Care",41.1
"J Prim Health Care","1",242,"Primary Health Care",44.9
"J Prim Health Care","2",75,"Primary Health Care",13.9
"J Prim Health Care","3",84,"Primary Health Care",15.6
"J Prim Health Care","4",55,"Primary Health Care",10.2
"J Prim Health Care","5+",83,"Primary Health Care",15.4
"J Prim Prev","1",52,"Public Health",12.9
"J Prim Prev","2",64,"Public Health",15.9
"J Prim Prev","3",84,"Public Health",20.9
"J Prim Prev","4",60,"Public Health",14.9
"J Prim Prev","5+",142,"Public Health",35.3
"J Prof Nurs","1",266,"Nursing",28.9
"J Prof Nurs","2",226,"Nursing",24.6
"J Prof Nurs","3",171,"Nursing",18.6
"J Prof Nurs","4",116,"Nursing",12.6
"J Prof Nurs","5+",140,"Nursing",15.2
"J Prosthet Dent","1",215,"Dentistry",8.1
"J Prosthet Dent","2",556,"Dentistry",20.9
"J Prosthet Dent","3",565,"Dentistry",21.3
"J Prosthet Dent","4",765,"Dentistry",28.8
"J Prosthet Dent","5+",556,"Dentistry",20.9
"J Prosthodont","1",180,"Dentistry",15
"J Prosthodont","2",183,"Dentistry",15.2
"J Prosthodont","3",206,"Dentistry",17.1
"J Prosthodont","4",266,"Dentistry",22.1
"J Prosthodont","5+",368,"Dentistry",30.6
"J Prosthodont Res","1",34,"Dentistry",10.9
"J Prosthodont Res","2",22,"Dentistry",7.1
"J Prosthodont Res","3",40,"Dentistry",12.9
"J Prosthodont Res","4",57,"Dentistry",18.3
"J Prosthodont Res","5+",158,"Dentistry",50.8
"J Proteome Res","1",192,"Biochemistry",3.2
"J Proteome Res","2",291,"Biochemistry",4.9
"J Proteome Res","3",464,"Biochemistry",7.7
"J Proteome Res","4",703,"Biochemistry",11.7
"J Proteome Res","5+",4342,"Biochemistry",72.5
"J Proteomics","1",49,"Biochemistry",2
"J Proteomics","2",150,"Biochemistry",6.2
"J Proteomics","3",226,"Biochemistry",9.3
"J Proteomics","4",301,"Biochemistry",12.4
"J Proteomics","5+",1692,"Biochemistry",70
"J Psychiatr Pract","1",339,"Psychiatry",38.5
"J Psychiatr Pract","2",130,"Psychiatry",14.8
"J Psychiatr Pract","3",119,"Psychiatry",13.5
"J Psychiatr Pract","4",95,"Psychiatry",10.8
"J Psychiatr Pract","5+",198,"Psychiatry",22.5
"J Psychiatr Res","1",47,"Psychiatry",2.1
"J Psychiatr Res","2",121,"Psychiatry",5.4
"J Psychiatr Res","3",202,"Psychiatry",9.1
"J Psychiatr Res","4",253,"Psychiatry",11.4
"J Psychiatr Res","5+",1598,"Psychiatry",71.9
"J Psychiatry Neurosci","1",142,"Psychiatry",20
"J Psychiatry Neurosci","2",89,"Psychiatry",12.5
"J Psychiatry Neurosci","3",72,"Psychiatry",10.1
"J Psychiatry Neurosci","4",74,"Psychiatry",10.4
"J Psychiatry Neurosci","5+",333,"Psychiatry",46.9
"J Psychoactive Drugs","1",158,"Pharmacology",20.1
"J Psychoactive Drugs","2",151,"Pharmacology",19.2
"J Psychoactive Drugs","3",162,"Pharmacology",20.6
"J Psychoactive Drugs","4",111,"Pharmacology",14.1
"J Psychoactive Drugs","5+",203,"Pharmacology",25.9
"J Psychohist","1",109,"Unclassified",91.6
"J Psychohist","2",7,"Unclassified",5.9
"J Psychohist","3",2,"Unclassified",1.7
"J Psychohist","4",1,"Unclassified",0.8
"J Psychohist","5+",0,"Unclassified",0
"J Psychol","1",110,"Psychology",19.3
"J Psychol","2",187,"Psychology",32.8
"J Psychol","3",143,"Psychology",25.1
"J Psychol","4",83,"Psychology",14.6
"J Psychol","5+",47,"Psychology",8.2
"J Psycholinguist Res","1",123,"Psychology",25.8
"J Psycholinguist Res","2",165,"Psychology",34.7
"J Psycholinguist Res","3",113,"Psychology",23.7
"J Psycholinguist Res","4",45,"Psychology",9.5
"J Psycholinguist Res","5+",30,"Psychology",6.3
"J Psychopharmacol (Oxford)","1",134,"Psychopharmacology",9.8
"J Psychopharmacol (Oxford)","2",186,"Psychopharmacology",13.7
"J Psychopharmacol (Oxford)","3",232,"Psychopharmacology",17
"J Psychopharmacol (Oxford)","4",201,"Psychopharmacology",14.8
"J Psychopharmacol (Oxford)","5+",608,"Psychopharmacology",44.7
"J Psychosoc Nurs Ment Health Serv","1",646,"Health Services Research",57.2
"J Psychosoc Nurs Ment Health Serv","2",230,"Health Services Research",20.4
"J Psychosoc Nurs Ment Health Serv","3",141,"Health Services Research",12.5
"J Psychosoc Nurs Ment Health Serv","4",52,"Health Services Research",4.6
"J Psychosoc Nurs Ment Health Serv","5+",60,"Health Services Research",5.3
"J Psychosoc Oncol","1",27,"Neoplasms",7.1
"J Psychosoc Oncol","2",53,"Neoplasms",14
"J Psychosoc Oncol","3",74,"Neoplasms",19.5
"J Psychosoc Oncol","4",80,"Neoplasms",21.1
"J Psychosoc Oncol","5+",145,"Neoplasms",38.3
"J Psychosom Obstet Gynaecol","1",30,"Gynecology",8.7
"J Psychosom Obstet Gynaecol","2",49,"Gynecology",14.2
"J Psychosom Obstet Gynaecol","3",85,"Gynecology",24.7
"J Psychosom Obstet Gynaecol","4",61,"Gynecology",17.7
"J Psychosom Obstet Gynaecol","5+",119,"Gynecology",34.6
"J Psychosom Res","1",179,"Psychiatry",7.8
"J Psychosom Res","2",304,"Psychiatry",13.3
"J Psychosom Res","3",365,"Psychiatry",15.9
"J Psychosom Res","4",398,"Psychiatry",17.4
"J Psychosom Res","5+",1047,"Psychiatry",45.7
"J Public Health (Oxf)","1",148,"Public Health",16.3
"J Public Health (Oxf)","2",175,"Public Health",19.3
"J Public Health (Oxf)","3",143,"Public Health",15.8
"J Public Health (Oxf)","4",142,"Public Health",15.7
"J Public Health (Oxf)","5+",298,"Public Health",32.9
"J Public Health Dent","1",95,"Public Health",14
"J Public Health Dent","2",87,"Public Health",12.8
"J Public Health Dent","3",126,"Public Health",18.6
"J Public Health Dent","4",125,"Public Health",18.4
"J Public Health Dent","5+",246,"Public Health",36.2
"J Public Health Manag Pract","1",329,"Public Health",17.9
"J Public Health Manag Pract","2",298,"Public Health",16.2
"J Public Health Manag Pract","3",291,"Public Health",15.8
"J Public Health Manag Pract","4",300,"Public Health",16.3
"J Public Health Manag Pract","5+",623,"Public Health",33.8
"J Public Health Med","1",29,"Public Health",23.4
"J Public Health Med","2",26,"Public Health",21
"J Public Health Med","3",19,"Public Health",15.3
"J Public Health Med","4",23,"Public Health",18.5
"J Public Health Med","5+",27,"Public Health",21.8
"J Public Health Policy","1",200,"Public Health",32.9
"J Public Health Policy","2",123,"Public Health",20.2
"J Public Health Policy","3",88,"Public Health",14.5
"J Public Health Policy","4",84,"Public Health",13.8
"J Public Health Policy","5+",113,"Public Health",18.6
"J Public Health Res","1",30,"Public Health",21.9
"J Public Health Res","2",18,"Public Health",13.1
"J Public Health Res","3",25,"Public Health",18.2
"J Public Health Res","4",16,"Public Health",11.7
"J Public Health Res","5+",48,"Public Health",35
"J R Army Med Corps","1",118,"Medicine",32.4
"J R Army Med Corps","2",70,"Medicine",19.2
"J R Army Med Corps","3",49,"Medicine",13.5
"J R Army Med Corps","4",50,"Medicine",13.7
"J R Army Med Corps","5+",77,"Medicine",21.2
"J R Soc Interface","1",100,"Multidisciplinary",4.9
"J R Soc Interface","2",405,"Multidisciplinary",19.8
"J R Soc Interface","3",396,"Multidisciplinary",19.3
"J R Soc Interface","4",389,"Multidisciplinary",19
"J R Soc Interface","5+",760,"Multidisciplinary",37.1
"J R Soc Med","1",1188,"Medicine",52.2
"J R Soc Med","2",466,"Medicine",20.5
"J R Soc Med","3",314,"Medicine",13.8
"J R Soc Med","4",158,"Medicine",6.9
"J R Soc Med","5+",152,"Medicine",6.7
"J R Soc Promot Health","1",249,"Public Health",64.5
"J R Soc Promot Health","2",77,"Public Health",19.9
"J R Soc Promot Health","3",32,"Public Health",8.3
"J R Soc Promot Health","4",20,"Public Health",5.2
"J R Soc Promot Health","5+",8,"Public Health",2.1
"J Racial Ethn Health Disparities","1",7,"Medicine",6.1
"J Racial Ethn Health Disparities","2",20,"Medicine",17.4
"J Racial Ethn Health Disparities","3",26,"Medicine",22.6
"J Racial Ethn Health Disparities","4",18,"Medicine",15.7
"J Racial Ethn Health Disparities","5+",44,"Medicine",38.3
"J Radiat Res","1",47,"Unclassified",3.5
"J Radiat Res","2",74,"Unclassified",5.5
"J Radiat Res","3",105,"Unclassified",7.8
"J Radiat Res","4",117,"Unclassified",8.7
"J Radiat Res","5+",1005,"Unclassified",74.6
"J Radiol Case Rep","1",35,"Radiology",6.9
"J Radiol Case Rep","2",81,"Radiology",15.9
"J Radiol Case Rep","3",105,"Radiology",20.7
"J Radiol Case Rep","4",131,"Radiology",25.8
"J Radiol Case Rep","5+",156,"Radiology",30.7
"J Radiol Prot","1",211,"Radiology",41.9
"J Radiol Prot","2",95,"Radiology",18.8
"J Radiol Prot","3",52,"Radiology",10.3
"J Radiol Prot","4",47,"Radiology",9.3
"J Radiol Prot","5+",99,"Radiology",19.6
"J Recept Signal Transduct Res","1",53,"Cell Biology",8.6
"J Recept Signal Transduct Res","2",123,"Cell Biology",20
"J Recept Signal Transduct Res","3",95,"Cell Biology",15.4
"J Recept Signal Transduct Res","4",79,"Cell Biology",12.8
"J Recept Signal Transduct Res","5+",265,"Cell Biology",43.1
"J Reconstr Microsurg","1",70,"Neurosurgery",5.6
"J Reconstr Microsurg","2",126,"Neurosurgery",10.1
"J Reconstr Microsurg","3",191,"Neurosurgery",15.3
"J Reconstr Microsurg","4",225,"Neurosurgery",18.1
"J Reconstr Microsurg","5+",633,"Neurosurgery",50.8
"J Refract Surg","1",191,"General Surgery",9.1
"J Refract Surg","2",350,"General Surgery",16.7
"J Refract Surg","3",414,"General Surgery",19.7
"J Refract Surg","4",390,"General Surgery",18.6
"J Refract Surg","5+",754,"General Surgery",35.9
"J Registry Manag","1",85,"Unclassified",37.8
"J Registry Manag","2",24,"Unclassified",10.7
"J Registry Manag","3",21,"Unclassified",9.3
"J Registry Manag","4",22,"Unclassified",9.8
"J Registry Manag","5+",73,"Unclassified",32.4
"J Rehabil Med","1",77,"Medicine",4.5
"J Rehabil Med","2",167,"Medicine",9.7
"J Rehabil Med","3",299,"Medicine",17.4
"J Rehabil Med","4",348,"Medicine",20.2
"J Rehabil Med","5+",828,"Medicine",48.2
"J Rehabil Res Dev","1",142,"Medicine",9.2
"J Rehabil Res Dev","2",188,"Medicine",12.2
"J Rehabil Res Dev","3",243,"Medicine",15.8
"J Rehabil Res Dev","4",273,"Medicine",17.7
"J Rehabil Res Dev","5+",696,"Medicine",45.1
"J Relig Health","1",328,"Medicine",34
"J Relig Health","2",193,"Medicine",20
"J Relig Health","3",148,"Medicine",15.3
"J Relig Health","4",121,"Medicine",12.5
"J Relig Health","5+",175,"Medicine",18.1
"J Ren Care","1",91,"Unclassified",22
"J Ren Care","2",77,"Unclassified",18.6
"J Ren Care","3",72,"Unclassified",17.4
"J Ren Care","4",53,"Unclassified",12.8
"J Ren Care","5+",121,"Unclassified",29.2
"J Ren Nutr","1",183,"Nutritional Sciences",17.9
"J Ren Nutr","2",110,"Nutritional Sciences",10.8
"J Ren Nutr","3",106,"Nutritional Sciences",10.4
"J Ren Nutr","4",136,"Nutritional Sciences",13.3
"J Ren Nutr","5+",488,"Nutritional Sciences",47.7
"J Renal Inj Prev","1",40,"Unclassified",27.8
"J Renal Inj Prev","2",40,"Unclassified",27.8
"J Renal Inj Prev","3",9,"Unclassified",6.2
"J Renal Inj Prev","4",19,"Unclassified",13.2
"J Renal Inj Prev","5+",36,"Unclassified",25
"J Renin Angiotensin Aldosterone Syst","1",65,"Physiology",8.1
"J Renin Angiotensin Aldosterone Syst","2",93,"Physiology",11.6
"J Renin Angiotensin Aldosterone Syst","3",83,"Physiology",10.4
"J Renin Angiotensin Aldosterone Syst","4",108,"Physiology",13.5
"J Renin Angiotensin Aldosterone Syst","5+",450,"Physiology",56.3
"J Reprod Dev","1",49,"Reproductive Medicine",3.8
"J Reprod Dev","2",81,"Reproductive Medicine",6.3
"J Reprod Dev","3",134,"Reproductive Medicine",10.4
"J Reprod Dev","4",186,"Reproductive Medicine",14.4
"J Reprod Dev","5+",841,"Reproductive Medicine",65.1
"J Reprod Immunol","1",62,"Immunology",7.4
"J Reprod Immunol","2",82,"Immunology",9.8
"J Reprod Immunol","3",105,"Immunology",12.6
"J Reprod Immunol","4",103,"Immunology",12.3
"J Reprod Immunol","5+",483,"Immunology",57.8
"J Reprod Infertil","1",30,"Unclassified",12.8
"J Reprod Infertil","2",21,"Unclassified",8.9
"J Reprod Infertil","3",43,"Unclassified",18.3
"J Reprod Infertil","4",40,"Unclassified",17
"J Reprod Infertil","5+",101,"Unclassified",43
"J Reprod Med","1",178,"Medicine",8.5
"J Reprod Med","2",285,"Medicine",13.6
"J Reprod Med","3",391,"Medicine",18.7
"J Reprod Med","4",468,"Medicine",22.3
"J Reprod Med","5+",772,"Medicine",36.9
"J Res Health Sci","1",6,"Public Health",2.7
"J Res Health Sci","2",30,"Public Health",13.5
"J Res Health Sci","3",34,"Public Health",15.3
"J Res Health Sci","4",74,"Public Health",33.3
"J Res Health Sci","5+",78,"Public Health",35.1
"J Res Med Sci","1",57,"Medicine",4.2
"J Res Med Sci","2",156,"Medicine",11.5
"J Res Med Sci","3",221,"Medicine",16.3
"J Res Med Sci","4",283,"Medicine",20.9
"J Res Med Sci","5+",637,"Medicine",47
"J Res Natl Inst Stand Technol","1",81,"Unclassified",24.3
"J Res Natl Inst Stand Technol","2",69,"Unclassified",20.7
"J Res Natl Inst Stand Technol","3",63,"Unclassified",18.9
"J Res Natl Inst Stand Technol","4",41,"Unclassified",12.3
"J Res Natl Inst Stand Technol","5+",79,"Unclassified",23.7
"J Res Pharm Pract","1",6,"Pharmacology",3.8
"J Res Pharm Pract","2",24,"Pharmacology",15.2
"J Res Pharm Pract","3",25,"Pharmacology",15.8
"J Res Pharm Pract","4",33,"Pharmacology",20.9
"J Res Pharm Pract","5+",70,"Pharmacology",44.3
"J Rheumatol","1",586,"Rheumatology",8.7
"J Rheumatol","2",648,"Rheumatology",9.6
"J Rheumatol","3",826,"Rheumatology",12.2
"J Rheumatol","4",971,"Rheumatology",14.4
"J Rheumatol","5+",3721,"Rheumatology",55.1
"J Rheumatol Suppl","1",126,"Rheumatology",42.3
"J Rheumatol Suppl","2",48,"Rheumatology",16.1
"J Rheumatol Suppl","3",35,"Rheumatology",11.7
"J Rheumatol Suppl","4",26,"Rheumatology",8.7
"J Rheumatol Suppl","5+",63,"Rheumatology",21.1
"J Robot Surg","1",2,"General Surgery",1.4
"J Robot Surg","2",19,"General Surgery",13.5
"J Robot Surg","3",21,"General Surgery",14.9
"J Robot Surg","4",23,"General Surgery",16.3
"J Robot Surg","5+",76,"General Surgery",53.9
"J Rural Health","1",59,"Public Health",7.2
"J Rural Health","2",106,"Public Health",13
"J Rural Health","3",177,"Public Health",21.6
"J Rural Health","4",163,"Public Health",19.9
"J Rural Health","5+",313,"Public Health",38.3
"J S Afr Vet Assoc","1",20,"Veterinary Medicine",11.5
"J S Afr Vet Assoc","2",29,"Veterinary Medicine",16.7
"J S Afr Vet Assoc","3",34,"Veterinary Medicine",19.5
"J S Afr Vet Assoc","4",40,"Veterinary Medicine",23
"J S Afr Vet Assoc","5+",51,"Veterinary Medicine",29.3
"J S C Med Assoc","1",281,"Medicine",50.4
"J S C Med Assoc","2",102,"Medicine",18.3
"J S C Med Assoc","3",62,"Medicine",11.1
"J S C Med Assoc","4",33,"Medicine",5.9
"J S C Med Assoc","5+",80,"Medicine",14.3
"J Safety Res","1",147,"Critical Care",16.6
"J Safety Res","2",233,"Critical Care",26.3
"J Safety Res","3",221,"Critical Care",25
"J Safety Res","4",140,"Critical Care",15.8
"J Safety Res","5+",144,"Critical Care",16.3
"J Saudi Heart Assoc","1",71,"Cardiology",24.3
"J Saudi Heart Assoc","2",38,"Cardiology",13
"J Saudi Heart Assoc","3",58,"Cardiology",19.9
"J Saudi Heart Assoc","4",39,"Cardiology",13.4
"J Saudi Heart Assoc","5+",86,"Cardiology",29.5
"J Sch Health","1",117,"Medicine",9.4
"J Sch Health","2",196,"Medicine",15.7
"J Sch Health","3",254,"Medicine",20.3
"J Sch Health","4",250,"Medicine",20
"J Sch Health","5+",432,"Medicine",34.6
"J Sch Nurs","1",300,"Nursing",37.8
"J Sch Nurs","2",174,"Nursing",21.9
"J Sch Nurs","3",134,"Nursing",16.9
"J Sch Nurs","4",75,"Nursing",9.5
"J Sch Nurs","5+",110,"Nursing",13.9
"J Sch Psychol","1",24,"Psychology",8.2
"J Sch Psychol","2",50,"Psychology",17
"J Sch Psychol","3",69,"Psychology",23.5
"J Sch Psychol","4",69,"Psychology",23.5
"J Sch Psychol","5+",82,"Psychology",27.9
"J Sci Food Agric","1",73,"Nutritional Sciences",2.4
"J Sci Food Agric","2",321,"Nutritional Sciences",10.4
"J Sci Food Agric","3",498,"Nutritional Sciences",16.1
"J Sci Food Agric","4",602,"Nutritional Sciences",19.4
"J Sci Food Agric","5+",1603,"Nutritional Sciences",51.8
"J Sci Med Sport","1",111,"Medicine",10.1
"J Sci Med Sport","2",129,"Medicine",11.7
"J Sci Med Sport","3",206,"Medicine",18.8
"J Sci Med Sport","4",227,"Medicine",20.7
"J Sci Med Sport","5+",425,"Medicine",38.7
"J Sep Sci","1",152,"Chemistry Techniques, Analytical",2.9
"J Sep Sci","2",592,"Chemistry Techniques, Analytical",11.3
"J Sep Sci","3",973,"Chemistry Techniques, Analytical",18.6
"J Sep Sci","4",1026,"Chemistry Techniques, Analytical",19.6
"J Sep Sci","5+",2495,"Chemistry Techniques, Analytical",47.6
"J Sex Marital Ther","1",98,"Unclassified",18
"J Sex Marital Ther","2",144,"Unclassified",26.5
"J Sex Marital Ther","3",97,"Unclassified",17.9
"J Sex Marital Ther","4",72,"Unclassified",13.3
"J Sex Marital Ther","5+",132,"Unclassified",24.3
"J Sex Med","1",426,"Medicine",11.6
"J Sex Med","2",454,"Medicine",12.3
"J Sex Med","3",462,"Medicine",12.6
"J Sex Med","4",462,"Medicine",12.6
"J Sex Med","5+",1876,"Medicine",51
"J Sex Res","1",127,"Unclassified",16.5
"J Sex Res","2",221,"Unclassified",28.7
"J Sex Res","3",165,"Unclassified",21.4
"J Sex Res","4",119,"Unclassified",15.4
"J Sex Res","5+",139,"Unclassified",18
"J Shoulder Elbow Surg","1",85,"General Surgery",2.6
"J Shoulder Elbow Surg","2",328,"General Surgery",10.2
"J Shoulder Elbow Surg","3",514,"General Surgery",16
"J Shoulder Elbow Surg","4",630,"General Surgery",19.6
"J Shoulder Elbow Surg","5+",1661,"General Surgery",51.6
"J Signal Transduct","1",10,"Unclassified",9.3
"J Signal Transduct","2",29,"Unclassified",26.9
"J Signal Transduct","3",22,"Unclassified",20.4
"J Signal Transduct","4",12,"Unclassified",11.1
"J Signal Transduct","5+",35,"Unclassified",32.4
"J Skin Cancer","1",8,"Neoplasms",6.1
"J Skin Cancer","2",27,"Neoplasms",20.6
"J Skin Cancer","3",19,"Neoplasms",14.5
"J Skin Cancer","4",20,"Neoplasms",15.3
"J Skin Cancer","5+",57,"Neoplasms",43.5
"J Sleep Res","1",64,"Psychophysiology",6.5
"J Sleep Res","2",88,"Psychophysiology",9
"J Sleep Res","3",122,"Psychophysiology",12.4
"J Sleep Res","4",160,"Psychophysiology",16.3
"J Sleep Res","5+",547,"Psychophysiology",55.8
"J Small Anim Pract","1",241,"Veterinary Medicine",68.3
"J Small Anim Pract","2",43,"Veterinary Medicine",12.2
"J Small Anim Pract","3",19,"Veterinary Medicine",5.4
"J Small Anim Pract","4",19,"Veterinary Medicine",5.4
"J Small Anim Pract","5+",31,"Veterinary Medicine",8.8
"J Smooth Muscle Res","1",22,"Physiology",8.4
"J Smooth Muscle Res","2",42,"Physiology",16.1
"J Smooth Muscle Res","3",41,"Physiology",15.7
"J Smooth Muscle Res","4",43,"Physiology",16.5
"J Smooth Muscle Res","5+",113,"Physiology",43.3
"J Soc Biol","1",127,"Biology",38.4
"J Soc Biol","2",66,"Biology",19.9
"J Soc Biol","3",39,"Biology",11.8
"J Soc Biol","4",42,"Biology",12.7
"J Soc Biol","5+",57,"Biology",17.2
"J Soc Bras Fonoaudiol","1",8,"Unclassified",5.8
"J Soc Bras Fonoaudiol","2",37,"Unclassified",26.6
"J Soc Bras Fonoaudiol","3",26,"Unclassified",18.7
"J Soc Bras Fonoaudiol","4",31,"Unclassified",22.3
"J Soc Bras Fonoaudiol","5+",37,"Unclassified",26.6
"J Soc Gynecol Investig","1",27,"Gynecology",7
"J Soc Gynecol Investig","2",40,"Gynecology",10.4
"J Soc Gynecol Investig","3",42,"Gynecology",10.9
"J Soc Gynecol Investig","4",71,"Gynecology",18.5
"J Soc Gynecol Investig","5+",204,"Gynecology",53.1
"J Soc Psychol","1",116,"Psychology",16.4
"J Soc Psychol","2",269,"Psychology",38
"J Soc Psychol","3",186,"Psychology",26.3
"J Soc Psychol","4",86,"Psychology",12.1
"J Soc Psychol","5+",51,"Psychology",7.2
"J Soc Work Disabil Rehabil","1",44,"Medicine",24.7
"J Soc Work Disabil Rehabil","2",64,"Medicine",36
"J Soc Work Disabil Rehabil","3",40,"Medicine",22.5
"J Soc Work Disabil Rehabil","4",10,"Medicine",5.6
"J Soc Work Disabil Rehabil","5+",20,"Medicine",11.2
"J Soc Work End Life Palliat Care","1",106,"Unclassified",43.4
"J Soc Work End Life Palliat Care","2",57,"Unclassified",23.4
"J Soc Work End Life Palliat Care","3",39,"Unclassified",16
"J Soc Work End Life Palliat Care","4",14,"Unclassified",5.7
"J Soc Work End Life Palliat Care","5+",28,"Unclassified",11.5
"J Spec Oper Med","1",144,"Medicine",30.4
"J Spec Oper Med","2",94,"Medicine",19.8
"J Spec Oper Med","3",77,"Medicine",16.2
"J Spec Oper Med","4",56,"Medicine",11.8
"J Spec Oper Med","5+",103,"Medicine",21.7
"J Spec Pediatr Nurs","1",201,"Pediatrics",39.3
"J Spec Pediatr Nurs","2",121,"Pediatrics",23.6
"J Spec Pediatr Nurs","3",64,"Pediatrics",12.5
"J Spec Pediatr Nurs","4",47,"Pediatrics",9.2
"J Spec Pediatr Nurs","5+",79,"Pediatrics",15.4
"J Speech Lang Hear Res","1",136,"Speech-Language Pathology",7.8
"J Speech Lang Hear Res","2",499,"Speech-Language Pathology",28.6
"J Speech Lang Hear Res","3",455,"Speech-Language Pathology",26
"J Speech Lang Hear Res","4",321,"Speech-Language Pathology",18.4
